,company,wikidata_id,product_score,report_evidence_binary,report_evidence_content,average_sentiment_impactful,score_before_graph,graph_group_average,final_score
484,Infineon Technologies AG,Q311394,0,True,We remain committed to our long term target of 20 percent women in management compliance with the Law on Equal Participation of Women and Men in Leadership the Private and Public Sector relating to In fine on Technologies AG and In fine on Technologies Dresden Verwaltung s GmbH targets for the percentage of women in the first two leadership levels below the Management Board and respectively the Board of Directors have been set,26.42,2,2.0,2.0
485,Infineon Technologies AG,Q311394,0,True,We live out a culture the individuality of each and every person and that promotes equal opportunity regardless of age disability ethnic cultural origin gender religion ideology or Our global diversity management program with diversity managers at all major sites guarantees that we support the needs of our employees on site and continue to culture of promotion of women to management positions is one of the key focus areas of management policy,26.42,2,2.0,2.0
486,Infineon Technologies AG,Q311394,0,True,in industrial applications power supplies for computers and entertainment electronics as well as in healthy lives well being for all ages Ensure inclusive Achieve gender equality Ensure availability management of water and sanitation for all Ensure access to affordable reliable sustainable energy for all Sustainable Development Goals The Agenda 2030 for sustainable development of the United Nations is an expression of the conviction of the international community of states that the global challenges we face can only be mastered together,26.42,2,1.0,2.0
487,Inner Mongolia Yili Industrial Group Co Ltd,Q1231406,0,False,nothing,59.15,1,1.0,1.0
488,Innergex Renewable Energy Inc,Q3151374,0,True,G 4 LA 13 EQUAL REMUNERATION FOR WOMEN AND MAINTAIN PAY EQUITY We also believe in equal pay for work of equal value,1.938,2,2.0,2.0
489,Innergex Renewable Energy Inc,Q3151374,0,True,The purpose of its Policy Regarding Board Diversity is to foster diversity in general and gender diversity in particular on the Board when identifying and selecting new candidates for election to the LEADERSHIP Our governance is an essential part of the oversight and planning that sets the strategic direction of the Corporation,1.938,2,2.0,2.0
490,Intel Corp,Q248,0,False,nothing,21.950392156862744,1,1.0,1.0
491,InterContinental Hotels Group PLC,Q1424962,0,False,nothing,74.64999999999999,1,1.0,1.0
492,International Business Machines Corp,Q37156,0,False,nothing,179.06525000000002,1,0.21052631578947367,1.0
493,International Paper Co,Q202972,0,False,nothing,83.81,1,1.0,1.0
494,Intesa Sanpaolo SpA,Q1343118,0,False,nothing,50.82,1,1.0,1.0
495,Intrum AB,Q1671623,0,True,5 Ensure full par tic ip ation in leadership and decision making We see gender equality as an asset and focus on increasing the balance between men and women throughout our organisation and in lead ing positions,16.2,2,2.0,2.0
496,Intrum AB,Q1671623,0,True,3 Promote policies to support job creation and grow ing enterprises By helping our clients get paid for the goods and services they have sold we enable development for companies of all sizes and by making a d if e rence Goal 5 Gender equality Target 5,16.2,2,2.0,2.0
497,Intrum AB,Q1671623,0,True,Our objective is to achieve a more balanced gender distribution at all levels within the company with at least 40 percent women at the management level by the year 2023,16.2,2,2.0,2.0
498,Intrum AB,Q1671623,0,True,Diversity and inclusion Reach a balanced gender representation 6040 in all the leadership positions and among all employees in our organisation,16.2,2,2.0,2.0
499,Intuitive Surgical Inc,Q2743863,0,False,nothing,10.859999999999998,1,1.0,1.0
500,IPG Photonics Corp,Q5973024,0,False,nothing,4.4300000000000015,1,1.0,1.0
501,IQVIA Holdings Inc,Q305473,0,False,nothing,13.100000000000003,1,1.0,1.0
502,ISS A/S,Q9956,0,True,With our focus on how we can take an ethical approach to people planet and profit we invest particular effort in supporting these UN Sustainable Development Goals S DGs SD G 5 Achieve gender equality and empower all women and girls IS S is a multicultural company and embraces and encourages diversity,-0.8,0,0.0,0.0
503,ITC Ltd,Q1655008,0,True,The human resources team at IT Cs Head Office organised a half day seminar on Women Empowerment Know your Rights as well as a session on Nutrition for 21 st Century Women,35.26571428571428,2,0.5,2.0
504,ITM Power PLC,Q5974865,0,False,nothing,-5.120000000000001,-1,-1.0,-1.0
505,Itron Inc,Q5923178,0,False,nothing,15.105,1,1.0,1.0
506,Japan Tobacco Inc,Q898568,0,False,nothing,3.38,1,1.0,1.0
507,Jardine Matheson Holdings Ltd,Q1683452,0,False,nothing,0.3350000000000026,1,0.3333333333333333,1.0
508,Jazz Pharmaceuticals PLC,Q16255113,0,False,nothing,18.71333333333333,1,1.0,1.0
509,JBS SA,Q1676554,0,True,The results will be seen over the next few Company understands that it is important to assess leadership positions by category in order to promote gender and racial equality 99 OUR PEOPLE 99 OUR PEOPLE The guidelines of this policy are based on three main pillars Diversity and Inclusion Equal Opportunities and Respect for Diversity,-55.9025,0,0.0,0.0
510,JELD-WEN Holding Inc,Q1612593,0,False,nothing,13.400000000000002,1,1.0,1.0
511,Johnson Controls International plc,Q667865,0,False,nothing,74.904,1,1.0,1.0
512,Johnson Matthey PLC,Q502470,0,False,nothing,29.325,1,1.0,1.0
513,Johnson Outdoors Inc,Q19654979,0,False,nothing,13.965,1,1.0,1.0
514,JPMorgan Chase & Co,Q192314,0,False,nothing,-36.82178082191781,-1,-0.42857142857142855,-1.0
515,JSW Steel Ltd,Q6108978,0,True,49 Fostering gender equity Non voice rural BPO The J SW Foundation has always championed the causes of women especially in the rural areas around our plants,11.496666666666664,2,2.0,2.0
516,JSW Steel Ltd,Q6108978,0,True,We are striving to improve the gender diversity by increasing the recruitment of women at all positions and providing a friendly harassment free work environment bereft of discrimination for employees,11.496666666666664,2,2.0,2.0
517,JSW Steel Ltd,Q6108978,0,True,3 Female Male Intellectual Capital Management 37 Creating Diversity Providing equal opportunities to all our employees is integrated as a part of our people policies,11.496666666666664,2,2.0,2.0
518,Jyske Bank A/S,Q136672,0,False,nothing,11.28,1,1.0,1.0
519,Kaiser Aluminum Corp,Q6348410,0,False,nothing,-0.4844444444444444,-1,-1.0,-1.0
521,KB Home,Q6326486,0,False,nothing,42.03,1,1.0,1.0
522,Kemira Oyj,Q905801,0,False,nothing,2.1,1,1.0,1.0
523,Kering SA,Q931207,0,False,nothing,-9.36,-1,-1.0,-1.0
524,Keyence Corp,Q1475699,0,False,nothing,13.410000000000002,1,1.0,1.0
525,Kia Corp,Q35349,0,False,nothing,58.753958333333344,1,0.3333333333333333,1.0
526,Kimberly-Clark Corp,Q1741634,0,True,INDEX The five priorities of our sustainability 2022 our commitment to addressing our material issues KEY PRIORITY RELEVANT MATERIAL ISSUE SUSTAINABLE DEVELOPMENT GOAL SD G Social Impact Innovation Access to Sanitation Infrastructure 3 Good Health and Wellbeing 5 Gender Equality 6 Clean Water and Sanitation 17 Partnership Goals Forests Fiber Climate Change Deforestation Innovation 15 Life on Land 17 Partnership For the Goals Waste Recycling Product and Packaging End of Life Climate Change Innovation 11 Sustainable Cities and Communities,-4.693076923076922,0,0.0,0.0
527,Kimberly-Clark Corp,Q1741634,0,True,As we look ahead to 2030 we are in a unique position to support three of the UN Sustainable Development Goals SD G 3 Good Health and Well being SD G 5 Gender Equality and SD G 6 Clean Water and Sanitation,-4.693076923076922,0,0.0,0.0
528,Kinder Morgan Inc,Q931032,0,True,2 Diversity and Inclusion We consider employee diversity an asset and support equal opportunity take affirmative action to employ and advance in employment all persons without regard to their race ethnicity sex sexual orientation gender including gender identity and expression veteran status disability or other protected categories and base employment decisions solely on valid job prohibit discrimination or harassment against any employee or applicant on the basis of race ethnicity sex or other protected categories listed within our Code of Business Conduct and are committed to a harassment free workplace supported with online and face to face workplace harassment and discrimination prevention training for our 2019 renewal training on our Harassment and Discrimination Prevention Policy was provided to our renewal training highlights supervisors responsibilities for maintaining a workplace free of Initiatives We seek to engage with a broad range of candidates for open positions and undertake initiatives such as active participation in veteran and other jobs fairs aimed at increasing diversity and fostering Oversight As part of the 2020 annual succession planning efforts we focused on identifying minority and female candidates for senior reviewed our succession plan including a discussion on development opportunities for potential successors with the Nominating and Governance Committee of our Board of Directors at its meeting in July Leadership In July 2020 our CEO added,-29.279999999999998,0,0.0,0.0
529,Kingspan Group PLC,Q6413386,0,False,nothing,-37.333333333333336,-1,-1.0,-1.0
530,Klabin SA,Q1474718,0,False,nothing,0.0,-1,-1.0,-1.0
531,Knorr-Bremse AG,Q256290,0,True,We believe that focusing on the individual de velo p ment goals listed below maximizes our ability to make a real die rence SD G 5 Gender Equality see Diversity and equality on page 45 SD G 8 Decent Work and Economic Growth see Due diligence processes for human rights on page 21 Employ ment conditions on page 40 SD G 9 Industry Innovation and Infrastructure see Ecological product design on page 29 SD G 12 Responsible Consumption and Production see Conserving resources on page 57 SD G 13 Climate Action See Energy and CO 2 emissions on page 53 2,-13.38,0,0.0,0.0
532,Komatsu Ltd,Q162257,0,False,nothing,12.02,1,1.0,1.0
533,Kone Oyj,Q1146592,0,False,nothing,13.26,1,1.0,1.0
534,Koninklijke Ahold Delhaize NV,Q20539261,0,False,nothing,43.09,1,1.0,1.0
535,Korea Electric Power Corp,Q486737,0,False,nothing,-6.88,-1,-1.0,-1.0
536,Kraft Heinz Co,Q19681433,0,True,Gender Equality Network GEN committed to amplifying gender equality and its mission is to empower women and fuel their potential at every step of their 57 passionate about cultural and ethnic diversity and its mission is to elevate cultural awareness and connect employees to share in the understanding of challenges faced by people from different and its allies and its mission is to promote a culture of inclusion and respect where differences in orientation gender identity and Live Well creates a community for physical emotional social culture of care and empathy can bring our whole selves to Action Plan an Australian local BR G dedicated to strengthening relationships between Aboriginal and Torres mission is threefold create a workplace that understands values and respects the histories cultures and contributions of the create meaningful social change and economic opportunities for Our Value We demand diversity continues to guide our efforts opportunity to bring this value to life in new ways,-1.3983333333333334,0,0.21052631578947367,0.5
537,Kraton Corp,Q2417728,0,False,nothing,51.96,1,1.0,1.0
538,Kroger Co,Q153417,0,False,nothing,-11.506,-1,-1.0,-1.0
539,Kunlun Energy Co Ltd,Q1792238,0,False,nothing,0.0,-1,-1.0,-1.0
540,Kurita Water Industries Ltd,Q6446085,0,False,nothing,13.95,1,1.0,1.0
